Time,Commitment,Opinion
0,1,1
5,2,1;1;1;1;1
10,1,2;2;2;2;2
15,1,1;1;1;1;1
20,1,1;1;1;1;1
25,1,1;1;1;1;1
30,2,1;1;1;1;1
35,2,2;2;2;2;2
40,2,2;2;2;2;2
45,1,2;2;2;2;2
50,2,1;1;1;1;1
55,1,2;2;2;2;2
60,2,1;1;1;1;1
65,1,2;2;2;2;2
70,1,1;1;1;1;1
75,1,1;1;1;1;1
80,1,1;1;1;1;1
85,2,1;1;1;1;1
90,2,2;2;2;2;2
95,1,2;2;2;2;2
100,1,1;1;1;1;1
105,1,1;1;1;1;1
110,1,1;1;1;1;1
115,2,1;1;1;1;1
120,1,2;2;2;2;2
125,1,1;1;1;1;1
130,1,1;1;1;1;1
135,2,1;1;1;1;1
140,1,2;2;2;2;2
145,2,1;1;1;1;1
150,2,2;2;2;2;2
155,1,2;2;2;2;2
160,1,1;1;1;1;1
165,2,1;1;1;1;1
170,2,2;2;2;2;2
175,2,2;2;2;2;2
180,1,2;2;2;2;2
185,1,1;1;1;1;1
190,1,1;1;1;1;1
195,2,1;1;1;1;1
200,1,2;2;2;2;2
205,1,1;1;1;1;1
210,2,1;1;1;1;1
215,2,2;2;2;2;2
220,2,2;2;2;2;2
225,1,2;2;2;2;2
230,2,1;1;1;1;1
235,2,2;2;2;2;2
240,1,2;2;2;2;2
245,1,1;1;1;1;1
250,1,1;1;1;1;1
255,2,1;1;1;1;1
260,2,2;2;2;2;2
265,2,2;2;2;2;2
270,2,2;2;2;2;2
275,2,2;2;2;2;2
280,1,2;2;2;2;2
285,2,1;1;1;1;1
290,2,2;2;2;2;2
295,2,2;2;2;2;2
300,2,2;2;2;2;2
305,2,2;2;2;2;2
310,2,2;2;2;2;2
315,2,2;2;2;2;2
320,2,2;2;2;2;2
325,2,2;2;2;2;2
330,1,2;2;2;2;2
335,1,1;1;1;1;1
340,2,1;1;1;1;1
345,2,2;2;2;2;2
350,2,2;2;2;2;2
355,1,2;2;2;2;2
360,2,1;1;1;1;1
365,2,2;2;2;2;2
370,1,2;2;2;2;2
375,2,1;1;1;1;1
380,2,2;2;2;2;2
385,1,2;2;2;2;2
390,2,1;1;1;1;1
395,2,2;2;2;2;2
400,2,2;2;2;2;2
405,2,2;2;2;2;2
410,1,2;2;2;2;2
415,2,1;1;1;1;1
420,1,2;2;2;2;2
425,1,1;1;1;1;1
430,1,1;1;1;1;1
435,2,1;1;1;1;1
440,1,2;2;2;2;2
445,1,1;1;1;1;1
450,1,1;1;1;1;1
455,2,1;1;1;1;1
460,1,2;2;2;2;2
465,1,1;1;1;1;1
470,1,1;1;1;1;1
475,1,1;1;1;1;1
480,2,1;1;1;1;1
485,1,2;2;2;2;2
490,1,1;1;1;1;1
495,1,1;1;1;1;1
500,1,1;1;1;1;1
505,2,1;1;1;1;1
510,2,0;2;2;2;2
515,2,2;2;2;2;2
520,2,2;2;2;2;2
525,2,2;2;2;2;2
530,2,2;2;2;2;2
535,2,2;2;2;2;2
540,2,2;2;2;2;2
545,2,2;2;2;2;2
550,1,2;2;2;2;2
555,1,0;0;0;0;1
560,2,1;1;1;1;1
565,1,2;2;2;2;2
570,2,1;1;1;1;1
575,1,2;2;2;2;2
580,1,1;1;1;1;1
585,2,1;1;1;1;1
590,1,2;2;2;2;2
595,1,1;1;1;1;1
600,1,1;1;1;1;1
605,2,1;1;1;1;1
610,2,0;0;2;2;2
615,2,2;2;2;2;2
620,1,2;2;2;2;2
625,2,1;1;1;1;1
630,1,2;2;2;2;2
635,2,1;1;1;1;1
640,1,2;2;2;2;2
645,1,1;1;1;1;1
650,1,1;1;1;1;1
655,1,1;1;1;1;1
660,2,1;1;1;1;1
665,1,0;0;0;0;2
670,1,1;1;1;1;1
675,2,1;1;1;1;1
680,2,0;0;0;0;2
685,1,2;2;2;2;2
690,1,1;1;1;1;1
695,2,1;1;1;1;1
700,1,0;0;0;0;2
705,1,1;1;1;1;1
710,1,1;1;1;1;1
715,1,1;1;1;1;1
720,2,1;1;1;1;1
725,2,0;0;0;0;0
730,1,2;2;2;2;2
735,2,1;1;1;1;1
740,1,2;2;2;2;2
745,1,1;1;1;1;1
750,1,1;1;1;1;1
755,2,1;1;1;1;1
760,2,0;0;0;0;0
765,2,2;2;2;2;2
770,2,2;2;2;2;2
775,2,2;2;2;2;2
780,2,2;2;2;2;2
785,1,2;2;2;2;2
790,2,0;0;0;0;1
795,2,2;2;2;2;2
800,2,2;2;2;2;2
805,1,2;2;2;2;2
810,2,0;0;0;0;0
815,1,2;2;2;2;2
820,2,0;0;0;0;1
825,1,2;2;2;2;2
830,2,0;0;0;0;1
835,1,2;2;2;2;2
840,2,0;0;0;0;1
845,2,2;2;2;2;2
850,2,2;2;2;2;2
855,2,2;2;2;2;2
860,2,2;2;2;2;2
865,1,2;2;2;2;2
870,1,0;0;0;0;0
875,2,0;1;1;1;1
880,2,2;2;2;2;2
885,2,2;2;2;2;2
890,2,2;2;2;2;2
895,2,2;2;2;2;2
900,1,2;2;2;2;2
905,2,0;0;0;0;0
910,2,2;2;2;2;2
915,2,2;2;2;2;2
920,1,2;2;2;2;2
925,2,0;0;0;0;0
930,2,2;2;2;2;2
935,2,2;2;2;2;2
940,1,2;2;2;2;2
945,2,0;0;0;0;0
950,2,2;2;2;2;2
955,1,2;2;2;2;2
960,1,0;0;0;0;0
965,2,0;1;1;1;1
970,2,2;2;2;2;2
975,2,2;2;2;2;2
980,2,2;2;2;2;2
985,1,2;2;2;2;2
990,2,0;0;0;0;0
995,2,2;2;2;2;2
1000,2,2;2;2;2;2
1005,2,2;2;2;2;2
1010,2,2;2;2;2;2
1015,2,2;2;2;2;2
1020,2,2;2;2;2;2
1025,2,2;2;2;2;2
1030,2,2;2;2;2;2
1035,2,2;2;2;2;2
1040,2,2;2;2;2;2
1045,1,2;2;2;2;2
1050,2,0;0;0;0;0
1055,2,2;2;2;2;2
1060,2,2;2;2;2;2
1065,2,2;2;2;2;2
1070,2,2;2;2;2;2
1075,1,2;2;2;2;2
1080,2,0;0;0;0;0
1085,2,2;2;2;2;2
1090,2,2;2;2;2;2
1095,2,2;2;2;2;2
1100,2,2;2;2;2;2
1105,2,2;2;2;2;2
1110,2,2;2;2;2;2
1115,2,2;2;2;2;2
1120,2,2;2;2;2;2
1125,2,2;2;2;2;2
1130,2,2;2;2;2;2
1135,2,2;2;2;2;2
1140,2,2;2;2;2;2
1145,2,2;2;2;2;2
1150,2,2;2;2;2;2
1155,2,2;2;2;2;2
1160,2,2;2;2;2;2
1165,2,2;2;2;2;2
1170,2,2;2;2;2;2
1175,2,2;2;2;2;2
1180,2,2;2;2;2;2
1185,2,2;2;2;2;2
1190,2,2;2;2;2;2
1195,2,2;2;2;2;2
1200,2,2;2;2;2;2
1205,2,2;2;2;2;2
1210,2,2;2;2;2;2
1215,2,2;2;2;2;2
