Time,Commitment,Opinion,Neighbors
0,1,1,2
5,1,1;1;1;1;1,2;2;2;2;2
10,1,1;1;1;1;1,2;2;2;2;2
15,1,1;1;1;1;1,2;2;2;2;2
20,1,1;1;1;1;1,2;2;2;2;3
25,1,1;1;1;1;1,3;3;3;3;3
30,2,1;1;1;1;0,3;3;3;3;3
35,2,2;2;2;2;2,3;3;3;3;3
40,1,2;2;2;2;1,3;3;3;3;3
45,1,1;1;1;1;1,3;3;3;3;3
50,1,1;1;1;1;1,3;3;3;3;3
55,2,1;1;1;1;0,3;3;3;5;5
60,2,2;2;2;2;2,5;5;5;5;5
65,1,2;2;2;2;1,4;4;4;4;3
70,1,1;1;1;1;1,3;3;3;3;3
75,2,1;1;1;1;0,3;2;2;2;2
80,1,2;2;2;2;1,2;2;2;2;2
85,1,1;1;1;1;1,2;2;2;2;2
90,1,1;1;1;1;1,3;3;3;3;3
95,1,1;1;1;1;1,3;4;4;4;5
100,1,1;1;1;1;1,6;6;6;6;6
105,1,1;1;1;1;1,6;6;6;6;6
110,1,1;1;1;1;1,6;6;6;6;6
115,1,1;1;1;1;1,6;6;6;6;6
120,1,1;1;1;1;1,6;6;6;6;6
125,1,1;1;1;1;1,6;6;6;6;6
130,1,1;1;1;1;1,6;6;6;6;6
135,1,1;1;1;1;1,6;6;7;7;7
140,1,1;1;1;1;1,7;7;7;7;7
145,2,1;1;1;1;0,7;7;7;7;7
150,1,0;2;2;2;1,7;7;7;7;7
155,1,1;1;1;1;1,7;7;7;8;8
160,2,1;1;1;1;0,8;8;8;8;8
165,1,0;2;2;2;1,8;8;7;7;7
170,1,1;1;1;1;1,7;7;7;8;8
175,2,1;1;1;1;0,8;8;8;8;8
180,2,0;2;2;2;2,7;7;7;7;7
185,2,2;2;2;2;2,7;7;7;7;7
190,2,2;2;2;2;2,7;7;7;7;7
195,2,2;2;2;2;2,7;7;7;7;7
200,2,2;2;2;2;2,7;7;7;7;7
205,2,2;2;2;2;2,7;7;7;7;7
210,2,2;2;2;2;2,7;7;7;7;7
215,2,2;2;2;2;2,7;7;7;7;7
220,2,2;2;2;2;2,7;7;7;7;7
225,2,2;2;2;2;2,7;7;7;7;7
230,2,2;2;2;2;2,7;7;7;7;7
235,2,2;2;2;2;2,6;6;5;5;5
240,2,2;2;2;2;2,5;5;5;5;5
245,2,2;2;2;2;2,5;5;5;5;5
250,2,2;2;2;2;2,5;5;5;5;5
255,2,2;2;2;2;2,5;5;5;5;6
260,2,2;2;2;2;2,6;6;6;6;6
265,2,2;2;2;2;2,6;6;6;6;6
270,2,2;2;2;2;2,6;6;6;6;6
275,1,2;2;2;2;0,6;6;6;6;6
280,2,0;0;0;1;2,6;5;5;5;6
285,2,2;2;2;2;2,6;6;6;6;6
290,2,2;2;2;2;2,6;6;6;6;6
295,2,2;2;2;2;2,6;6;6;5;5
300,2,2;2;2;2;2,5;5;5;6;6
305,2,2;2;2;2;2,6;6;6;6;6
310,2,2;2;2;2;2,7;7;7;7;7
315,2,2;2;2;2;2,7;7;7;7;7
320,2,2;2;2;2;2,7;8;8;8;8
325,2,2;2;2;2;2,8;8;8;8;8
330,2,2;2;2;2;2,8;8;8;8;8
335,2,2;2;2;2;2,8;9;9;9;9
