Time,Commitment,Opinion,Neighbors
0,2,2,2
5,2,2;2;2;2;2,2;2;2;2;2
10,2,2;2;2;2;2,2;2;2;2;2
15,2,2;2;2;2;2,2;2;2;2;2
20,2,2;2;2;2;2,2;2;2;2;2
25,2,2;2;2;2;2,2;2;2;2;2
30,1,2;2;2;2;2,2;2;2;2;2
35,1,0;1;1;1;1,2;2;2;2;2
40,1,1;1;1;1;1,2;2;2;2;2
45,1,1;1;1;1;1,2;2;2;2;2
50,1,1;1;1;1;1,2;2;2;2;2
55,1,1;1;1;1;1,2;2;2;2;3
60,2,1;1;1;1;1,3;3;3;4;4
65,2,0;2;2;2;2,4;4;4;4;5
70,2,2;2;2;2;2,5;5;5;5;5
75,2,2;2;2;2;2,5;5;5;5;5
80,1,2;2;2;2;2,5;6;6;6;6
85,2,0;0;1;1;1,6;6;6;6;5
90,1,2;2;2;2;2,5;5;5;5;5
95,1,0;1;1;1;1,5;5;5;5;5
100,1,1;1;1;1;1,5;4;4;4;3
105,1,1;1;1;1;1,3;3;3;4;5
110,1,1;1;1;1;1,5;5;5;5;5
115,2,1;1;1;1;1,5;5;5;5;5
120,1,0;0;2;2;2,5;5;5;5;6
125,2,1;1;1;1;1,6;5;4;4;4
130,1,0;2;2;2;2,4;4;4;4;4
135,2,1;1;1;1;1,4;4;4;4;4
140,1,2;2;2;2;2,4;4;4;4;4
145,2,1;1;1;1;1,4;4;4;4;4
150,2,2;2;2;2;2,4;4;4;4;4
155,1,2;2;2;2;2,4;4;4;4;4
160,1,1;1;1;1;1,3;2;2;2;2
165,1,1;1;1;1;1,2;2;2;1;1
170,1,1;1;1;1;1,1;1;1;1;1
175,1,1;1;1;1;1,1;1;1;1;1
180,1,1;1;1;1;1,1;1;1;1;1
185,1,1;1;1;1;1,1;1;1;1;1
190,1,1;1;1;1;1,1;1;1;2;2
195,2,1;1;1;1;1,2;2;3;3;3
200,1,0;0;2;2;2,3;3;3;3;3
205,1,1;1;1;1;1,3;3;1;0;0
210,1,1;1;1;1;1,0;0;0;1;1
215,2,1;1;1;1;1,1;2;3;3;3
220,1,0;0;2;2;2,3;3;3;3;3
225,2,1;1;1;1;1,3;3;3;3;3
230,1,0;2;2;2;2,3;3;3;3;3
235,1,1;1;1;1;1,3;3;3;3;2
240,1,1;1;1;1;1,1;1;1;1;1
245,2,1;1;1;1;1,1;1;1;2;2
250,1,0;0;2;2;2,2;2;2;2;2
255,1,1;1;1;1;1,2;2;1;1;1
260,1,1;1;1;1;1,1;1;1;1;1
265,1,1;1;1;1;1,1;1;1;1;1
270,1,1;1;1;1;1,1;1;1;1;1
275,1,1;1;1;1;1,1;1;1;1;2
280,1,1;1;1;1;1,2;2;2;2;2
285,1,1;1;1;1;1,2;2;2;2;2
290,1,1;1;1;1;1,2;2;2;2;2
295,1,1;1;1;1;1,2;2;2;2;2
300,1,1;1;1;1;1,2;2;2;2;2
305,1,1;1;1;1;1,2;2;2;2;2
310,1,1;1;1;1;1,2;2;2;2;2
315,2,1;1;1;1;1,2;2;2;2;2
320,1,0;0;0;2;2,2;2;1;1;1
325,2,1;1;1;1;1,1;1;1;1;1
330,1,0;0;0;2;2,1;1;1;1;1
335,2,1;1;1;1;1,1;1;1;1;1
340,1,0;0;2;2;2,1;1;1;1;1
345,2,1;1;1;1;1,1;1;1;1;1
350,1,0;0;2;2;2,1;1;1;1;1
355,2,1;1;1;1;1,1;1;1;1;1
360,1,0;2;2;2;2,1;1;1;1;1
